# M nu z R Re N Naem box snap
9.305481e+13 1.751673e+00 0.00 3.889340e-03 1.005264e-02 2.66951134e+04 2.65916893e+04 11 9
1.501987e+14 1.946649e+00 0.00 1.879688e-02 1.209223e-02 1.43682830e+04 1.41031870e+04 11 9
2.402839e+14 2.168917e+00 0.00 2.227681e-02 1.694316e-02 6.98988641e+03 6.83756723e+03 11 9
3.875885e+14 2.432978e+00 0.00 8.129606e-05 2.283660e-02 2.92613889e+03 2.92590103e+03 11 9
6.193236e+14 2.736693e+00 0.00 8.527796e-02 3.817177e-02 1.14184990e+03 1.05212669e+03 11 9
9.907862e+14 3.095392e+00 0.00 8.096742e-03 6.518960e-02 2.99154360e+02 2.96751639e+02 11 9
1.632204e+15 3.549422e+00 0.00 -1.101547e-01 1.275773e-01 5.30185359e+01 5.95817466e+01 11 9
2.469778e+15 3.995919e+00 0.00 2.122611e-01 4.013035e-01 9.00227863e+00 7.42602281e+00 11 9
3.508600e+15 4.434183e+00 0.00 1.114758e+00 2.116827e+00 1.00019254e+00 4.72958303e-01 11 9
9.306341e+12 3.614027e+00 3.00 2.224751e-02 1.435205e-02 7.76709822e+03 7.59806032e+03 12 0
1.482983e+13 3.926170e+00 3.00 1.107039e-02 2.625709e-02 2.06420080e+03 2.04159950e+03 12 0
2.372754e+13 4.283342e+00 3.00 -1.689783e-02 4.993663e-02 4.29498862e+02 4.36881206e+02 12 0
3.816382e+13 4.695311e+00 3.00 -4.692792e-02 1.206143e-01 6.64802808e+01 6.97536758e+01 12 0
5.379229e+13 5.029796e+00 3.00 -7.704639e-02 3.942128e-01 7.03892190e+00 7.62651751e+00 12 0
8.217600e+13 5.492353e+00 3.00 9.699475e-01 1.971874e+00 1.00398731e+00 5.09651806e-01 12 0
9.430265e+12 2.738400e+00 2.00 1.649422e-02 8.407640e-03 5.50615864e+04 5.41681254e+04 12 1
1.512353e+13 2.978652e+00 2.00 1.479779e-02 1.031577e-02 2.23464380e+04 2.20205821e+04 12 1
2.421618e+13 3.250595e+00 2.00 3.653935e-02 1.542485e-02 8.14595893e+03 7.85880337e+03 12 1
3.836772e+13 3.553246e+00 2.00 1.517757e-02 2.541282e-02 2.40430224e+03 2.36835635e+03 12 1
6.135783e+13 3.906267e+00 2.00 2.879732e-02 4.291913e-02 5.88937776e+02 5.72452675e+02 12 1
9.758751e+13 4.307156e+00 2.00 5.551331e-02 1.070782e-01 1.09380023e+02 1.03627326e+02 12 1
1.603409e+14 4.804562e+00 2.00 -1.398582e-01 2.570435e-01 1.10260062e+01 1.28188234e+01 12 1
9.528059e+12 1.883839e+00 1.00 1.121771e-03 5.559166e-03 1.86173847e+05 1.85965237e+05 12 2
1.530636e+13 2.049905e+00 1.00 -3.266760e-03 6.440378e-03 1.00856794e+05 1.01187349e+05 12 2
2.452756e+13 2.237586e+00 1.00 -6.724934e-03 8.078223e-03 5.15541896e+04 5.19032354e+04 12 2
3.923394e+13 2.450794e+00 1.00 6.406722e-03 1.058650e-02 2.47832300e+04 2.46254615e+04 12 2
6.271946e+13 2.694592e+00 1.00 -8.898741e-03 1.321242e-02 1.04411919e+04 1.05349396e+04 12 2
1.002333e+14 2.974793e+00 1.00 4.147955e-04 1.995260e-02 3.92836402e+03 3.92673523e+03 12 2
1.598624e+14 3.297053e+00 1.00 2.432181e-02 3.169057e-02 1.24694764e+03 1.21733973e+03 12 2
2.527465e+14 3.663445e+00 1.00 8.768385e-02 6.279734e-02 3.20530148e+02 2.94690547e+02 12 2
4.105744e+14 4.116758e+00 1.00 1.556690e-01 1.497257e-01 5.90669194e+01 5.11105856e+01 12 2
6.885933e+14 4.689979e+00 1.00 -4.680959e-01 3.067932e-01 3.00227261e+00 5.64438678e+00 12 2
9.547821e+12 1.761048e+00 0.85 -1.087836e-03 5.283748e-03 2.09639114e+05 2.09867415e+05 12 3
1.532431e+13 1.916005e+00 0.85 -9.403331e-03 6.173467e-03 1.16863601e+05 1.17972940e+05 12 3
2.456469e+13 2.091580e+00 0.85 -2.177202e-03 7.455002e-03 6.28941527e+04 6.30313848e+04 12 3
3.933120e+13 2.291341e+00 0.85 -6.933695e-03 9.284565e-03 3.12617014e+04 3.14799739e+04 12 3
6.275022e+13 2.518299e+00 0.85 4.004599e-03 1.201889e-02 1.44287424e+04 1.43711915e+04 12 3
1.007036e+14 2.782694e+00 0.85 -9.254418e-03 1.669385e-02 5.76454100e+03 5.81838678e+03 12 3
1.612976e+14 3.087239e+00 0.85 1.476305e-02 2.614750e-02 2.03477712e+03 2.00517462e+03 12 3
2.556678e+14 3.432679e+00 0.85 1.557331e-02 4.616455e-02 5.64925989e+02 5.56263132e+02 12 3
3.991633e+14 3.820480e+00 0.85 1.135238e-01 9.938258e-02 1.28148410e+02 1.15083678e+02 12 3
6.317427e+14 4.286600e+00 0.85 3.770755e-01 3.011367e-01 2.20178249e+01 1.59888291e+01 12 3
9.235900e+14 4.733081e+00 0.85 -2.247381e-01 7.760201e-01 1.00060242e+00 1.29066377e+00 12 3
9.554798e+12 1.640397e+00 0.70 -8.816868e-04 5.009655e-03 2.32800315e+05 2.33005753e+05 12 4
1.535101e+13 1.785076e+00 0.70 -8.035709e-03 5.865268e-03 1.33826671e+05 1.34910775e+05 12 4
2.462179e+13 1.948895e+00 0.70 -3.386346e-03 7.046641e-03 7.45511477e+04 7.48044615e+04 12 4
3.943932e+13 2.135247e+00 0.70 -9.972578e-03 8.372943e-03 3.87580039e+04 3.91484145e+04 12 4
6.307091e+13 2.347939e+00 0.70 5.218148e-04 1.126948e-02 1.89736303e+04 1.89637347e+04 12 4
1.009197e+14 2.592916e+00 0.70 -1.535825e-02 1.510723e-02 8.15359064e+03 8.28076872e+03 12 4
1.609505e+14 2.873967e+00 0.70 -1.050659e-02 2.181321e-02 3.11131670e+03 3.14435312e+03 12 4
2.549734e+14 3.195050e+00 0.70 4.878554e-02 3.723217e-02 1.03670286e+03 9.88479363e+02 12 4
4.106448e+14 3.583156e+00 0.70 1.155854e-01 7.123596e-02 2.68303929e+02 2.40505060e+02 12 4
6.503312e+14 4.022227e+00 0.70 1.822269e-02 1.657388e-01 4.20332682e+01 4.12810171e+01 12 4
1.021200e+15 4.528042e+00 0.70 1.376235e-01 5.072612e-01 5.00278505e+00 4.39757531e+00 12 4
9.563513e+12 1.523082e+00 0.55 -5.604621e-04 4.861417e-03 2.54496315e+05 2.54639031e+05 12 5
1.536401e+13 1.657405e+00 0.55 -6.608598e-03 5.562259e-03 1.50406446e+05 1.51407034e+05 12 5
2.464752e+13 1.809587e+00 0.55 -8.677010e-03 6.727357e-03 8.60480086e+04 8.68011833e+04 12 5
3.950167e+13 1.982846e+00 0.55 -5.782355e-03 7.772684e-03 4.71093290e+04 4.73833161e+04 12 5
6.324566e+13 2.180922e+00 0.55 -6.623460e-03 1.002625e-02 2.40552177e+04 2.42156088e+04 12 5
1.010668e+14 2.407853e+00 0.55 -7.574955e-04 1.348434e-02 1.13142408e+04 1.13228177e+04 12 5
1.619014e+14 2.671549e+00 0.55 -2.124358e-02 1.782065e-02 4.59475554e+03 4.69448317e+03 12 5
2.573433e+14 2.972541e+00 0.55 2.448751e-02 3.004706e-02 1.69376217e+03 1.65327752e+03 12 5
4.076346e+14 3.320357e+00 0.55 2.645310e-02 5.072207e-02 4.78545209e+02 4.66212443e+02 12 5
6.486646e+14 3.731514e+00 0.55 1.448444e-01 1.155089e-01 1.11088101e+02 9.70333628e+01 12 5
1.043605e+15 4.228100e+00 0.55 5.197351e-02 2.778239e-01 1.40076671e+01 1.33156082e+01 12 5
1.424400e+15 4.602430e+00 0.55 -2.832322e-02 9.726271e-01 1.00042964e+00 1.02959097e+00 12 5
9.566377e+12 1.409801e+00 0.40 3.431041e-03 4.531164e-03 2.75094948e+05 2.74154314e+05 12 6
1.538568e+13 1.534447e+00 0.40 -3.917288e-03 5.437793e-03 1.66249660e+05 1.66903469e+05 12 6
2.468765e+13 1.675426e+00 0.40 -6.966983e-03 6.436154e-03 9.78820108e+04 9.85687375e+04 12 6
3.953306e+13 1.835562e+00 0.40 -9.692662e-03 7.310002e-03 5.53248172e+04 5.58663104e+04 12 6
6.331451e+13 2.019061e+00 0.40 -9.003256e-03 9.250401e-03 2.96784832e+04 2.99481137e+04 12 6
1.012111e+14 2.229334e+00 0.40 -5.842832e-03 1.174092e-02 1.47989746e+04 1.48859507e+04 12 6
1.618677e+14 2.472602e+00 0.40 3.113108e-03 1.616017e-02 6.69768101e+03 6.67689512e+03 12 6
2.598122e+14 2.757502e+00 0.40 1.797914e-02 2.337004e-02 2.65028986e+03 2.60348152e+03 12 6
4.116181e+14 3.080597e+00 0.40 -7.489659e-03 3.692820e-02 8.31940633e+02 8.38218605e+02 12 6
6.472331e+14 3.451835e+00 0.40 4.174275e-02 7.437302e-02 2.16171731e+02 2.07509704e+02 12 6
9.908987e+14 3.859434e+00 0.40 2.584303e-01 1.880566e-01 4.50256613e+01 3.57792249e+01 12 6
1.616400e+15 4.412536e+00 0.40 6.035696e-01 6.520810e-01 6.00233576e+00 3.74310896e+00 12 6
9.577204e+12 1.302042e+00 0.25 4.802117e-03 4.542470e-03 2.92584001e+05 2.91185693e+05 12 7
1.539872e+13 1.417100e+00 0.25 -1.366443e-03 5.030884e-03 1.80731172e+05 1.80978468e+05 12 7
2.471202e+13 1.547349e+00 0.25 -4.440173e-03 5.936282e-03 1.09214984e+05 1.09702080e+05 12 7
3.958636e+13 1.695378e+00 0.25 -1.947204e-03 7.335894e-03 6.41364052e+04 6.42615355e+04 12 7
6.347563e+13 1.865345e+00 0.25 -2.988323e-03 8.654733e-03 3.58190500e+04 3.59264097e+04 12 7
1.015367e+14 2.059955e+00 0.25 2.274974e-03 1.119254e-02 1.88876133e+04 1.88447420e+04 12 7
1.628117e+14 2.286152e+00 0.25 -1.076966e-02 1.416763e-02 8.96188619e+03 9.05945346e+03 12 7
2.600698e+14 2.546823e+00 0.25 4.025859e-03 1.974871e-02 3.88027645e+03 3.86471765e+03 12 7
4.152627e+14 2.850748e+00 0.25 5.193224e-02 3.160901e-02 1.47165259e+03 1.39899941e+03 12 7
6.550991e+14 3.197272e+00 0.25 -8.785652e-03 5.604395e-02 4.00315038e+02 4.03863240e+02 12 7
1.050522e+15 3.620006e+00 0.25 1.850933e-01 1.261168e-01 1.01055028e+02 8.52717916e+01 12 7
1.628408e+15 4.082915e+00 0.25 1.144500e-01 3.057407e-01 1.30050317e+01 1.16694615e+01 12 7
2.423300e+15 4.573854e+00 0.25 1.452633e-01 1.146383e+00 1.00028386e+00 8.73409483e-01 12 7
9.586833e+12 1.200906e+00 0.10 5.800947e-03 4.403853e-03 3.07515979e+05 3.05742383e+05 12 8
1.541154e+13 1.306994e+00 0.10 2.584293e-04 4.865528e-03 1.93512737e+05 1.93462740e+05 12 8
2.473292e+13 1.427136e+00 0.10 -9.651143e-04 5.765397e-03 1.19828191e+05 1.19943951e+05 12 8
3.965182e+13 1.563925e+00 0.10 7.079487e-04 6.930212e-03 7.23462973e+04 7.22951161e+04 12 8
6.349491e+13 1.720259e+00 0.10 7.869885e-07 8.262779e-03 4.19135687e+04 4.19135358e+04 12 8
1.018761e+14 1.900983e+00 0.10 3.585199e-03 1.010661e-02 2.31156485e+04 2.30330704e+04 12 8
1.631112e+14 2.109079e+00 0.10 6.512066e-03 1.317289e-02 1.18345408e+04 1.17579721e+04 12 8
2.607644e+14 2.350062e+00 0.10 9.918946e-03 1.698998e-02 5.47583811e+03 5.42205702e+03 12 8
4.197845e+14 2.635877e+00 0.10 3.812059e-02 2.573361e-02 2.25551143e+03 2.17268732e+03 12 8
6.573168e+14 2.950969e+00 0.10 5.283324e-02 4.261100e-02 7.54592287e+02 7.16725360e+02 12 8
1.057795e+15 3.344435e+00 0.10 3.118122e-02 8.057951e-02 1.86100797e+02 1.80473416e+02 12 8
1.681976e+15 3.799478e+00 0.10 2.182922e-01 2.010701e-01 3.80143410e+01 3.12029742e+01 12 8
2.848540e+15 4.422643e+00 0.10 5.669761e-01 6.987075e-01 5.00125114e+00 3.19165757e+00 12 8
9.587040e+12 1.137802e+00 0.00 4.465144e-03 4.326976e-03 3.15705834e+05 3.14302428e+05 12 9
1.542136e+13 1.238456e+00 0.00 1.606610e-03 4.889455e-03 2.01307418e+05 2.00984514e+05 12 9
2.473730e+13 1.352186e+00 0.00 1.124083e-03 5.495746e-03 1.26405841e+05 1.26263910e+05 12 9
3.968021e+13 1.481952e+00 0.00 1.407097e-03 6.696416e-03 7.74929787e+04 7.73840918e+04 12 9
6.360212e+13 1.630429e+00 0.00 4.108585e-03 7.975484e-03 4.60131663e+04 4.58248908e+04 12 9
1.020743e+14 1.801843e+00 0.00 3.571008e-03 9.908000e-03 2.59670998e+04 2.58747010e+04 12 9
1.632087e+14 1.998517e+00 0.00 7.461192e-03 1.218810e-02 1.37800508e+04 1.36779966e+04 12 9
2.613159e+14 2.227676e+00 0.00 1.761588e-02 1.628201e-02 6.71582219e+03 6.59956507e+03 12 9
4.184392e+14 2.495388e+00 0.00 5.698443e-02 2.353940e-02 2.96530998e+03 2.80544340e+03 12 9
6.628436e+14 2.801927e+00 0.00 7.374314e-02 3.615541e-02 1.07383738e+03 1.00008776e+03 12 9
1.072558e+15 3.180534e+00 0.00 6.872489e-02 6.917113e-02 2.98159755e+02 2.78986442e+02 12 9
1.674702e+15 3.595435e+00 0.00 4.988174e-02 1.374452e-01 5.80219631e+01 5.52652367e+01 12 9
2.635900e+15 4.095605e+00 0.00 1.802655e-01 4.148242e-01 8.00212667e+00 6.77993796e+00 12 9
3.905400e+15 4.606237e+00 0.00 3.715325e+00 3.334232e+00 2.00039127e+00 4.24231854e-01 12 9
7.901567e+12 3.376952e+00 3.00 6.035191e-03 1.250641e-02 1.51793659e+04 1.50883051e+04 13 0
1.269971e+13 3.673276e+00 3.00 2.199088e-02 1.888735e-02 4.64335033e+03 4.54343618e+03 13 0
2.032746e+13 4.006467e+00 3.00 -5.772896e-05 3.309018e-02 1.11555470e+03 1.11561911e+03 13 0
3.355154e+13 4.412335e+00 3.00 -1.408579e-02 7.000518e-02 2.07452492e+02 2.10416372e+02 13 0
5.273990e+13 4.831920e+00 3.00 3.451541e-02 1.936631e-01 2.91434313e+01 2.81710945e+01 13 0
8.125650e+13 5.288651e+00 3.00 1.497614e+00 1.015638e+00 6.02115206e+00 2.41076156e+00 13 0
8.013623e+12 2.564268e+00 2.00 -1.302400e-03 7.511167e-03 7.96517836e+04 7.97556574e+04 13 1
1.294788e+13 2.792225e+00 2.00 1.553155e-02 9.784339e-03 3.53741215e+04 3.48331094e+04 13 1
2.083328e+13 3.048947e+00 2.00 3.312748e-03 1.284275e-02 1.36183243e+04 1.35733592e+04 13 1
3.354964e+13 3.342251e+00 2.00 2.399524e-02 1.974026e-02 4.66566696e+03 4.55633655e+03 13 1
5.381566e+13 3.675309e+00 2.00 -1.109203e-03 3.313139e-02 1.25608639e+03 1.25748119e+03 13 1
8.692595e+13 4.064248e+00 2.00 3.119254e-03 6.449206e-02 2.68896199e+02 2.68060052e+02 13 1
1.362338e+14 4.484122e+00 2.00 2.841878e-01 1.727119e-01 5.21223696e+01 4.05878091e+01 13 1
2.186080e+14 4.995232e+00 2.00 2.849551e-01 6.788847e-01 5.00813151e+00 3.89751482e+00 13 1
8.083126e+12 1.775832e+00 1.00 4.461603e-03 5.624867e-03 2.16924245e+05 2.15960714e+05 13 2
1.309861e+13 1.934851e+00 1.00 2.773682e-04 6.492520e-03 1.21607257e+05 1.21573536e+05 13 2
2.117228e+13 2.114755e+00 1.00 -1.394083e-04 7.663536e-03 6.51235988e+04 6.51326789e+04 13 2
3.419265e+13 2.319792e+00 1.00 2.319057e-03 9.991743e-03 3.27359932e+04 3.26602522e+04 13 2
5.523170e+13 2.555041e+00 1.00 -1.710692e-03 1.269538e-02 1.49620427e+04 1.49876820e+04 13 2
8.895746e+13 2.824351e+00 1.00 2.477231e-02 1.770269e-02 6.25648002e+03 6.10523912e+03 13 2
1.425125e+14 3.132145e+00 1.00 -9.027947e-03 2.640009e-02 2.09875706e+03 2.11787714e+03 13 2
2.308175e+14 3.498325e+00 1.00 2.001624e-02 4.581197e-02 6.02938331e+02 5.91106599e+02 13 2
3.703159e+14 3.917961e+00 1.00 -3.803248e-02 9.270289e-02 1.18127163e+02 1.22797455e+02 13 2
6.019838e+14 4.425228e+00 1.00 -6.122009e-02 2.314508e-01 1.60118004e+01 1.70559683e+01 13 2
8.531000e+14 4.846016e+00 1.00 -2.670373e-01 7.336796e-01 1.00056186e+00 1.36509241e+00 13 2
8.090684e+12 1.663382e+00 0.85 4.576867e-03 5.423307e-03 2.38105527e+05 2.37020715e+05 13 3
1.310906e+13 1.812298e+00 0.85 -9.037423e-04 6.211343e-03 1.37015057e+05 1.37138996e+05 13 3
2.120086e+13 1.981025e+00 0.85 4.502863e-03 7.352386e-03 7.64079414e+04 7.60654292e+04 13 3
3.426721e+13 2.173476e+00 0.85 2.231646e-03 9.200741e-03 3.99511963e+04 3.98622379e+04 13 3
5.539081e+13 2.394276e+00 0.85 -1.526959e-03 1.152192e-02 1.93235436e+04 1.93530950e+04 13 3
8.936251e+13 2.647657e+00 0.85 6.795434e-03 1.537327e-02 8.53283714e+03 8.47524418e+03 13 3
1.427444e+14 2.934399e+00 0.85 1.562155e-02 2.195331e-02 3.27842174e+03 3.22799546e+03 13 3
2.302740e+14 3.274456e+00 0.85 3.437550e-03 3.687702e-02 1.02059126e+03 1.01709494e+03 13 3
3.660268e+14 3.658815e+00 0.85 7.166835e-03 6.277260e-02 2.49270785e+02 2.47497015e+02 13 3
5.685676e+14 4.084268e+00 0.85 6.476673e-02 1.518870e-01 4.50347012e+01 4.22953686e+01 13 3
9.238617e+14 4.635561e+00 0.85 3.492359e-01 5.486579e-01 6.00316804e+00 4.44930945e+00 13 3
8.100053e+12 1.553779e+00 0.70 3.278732e-03 5.194538e-03 2.57453242e+05 2.56611881e+05 13 4
1.312691e+13 1.692960e+00 0.70 6.328695e-04 6.000872e-03 1.52274435e+05 1.52178126e+05 13 4
2.123912e+13 1.850750e+00 0.70 1.537686e-03 7.057311e-03 8.72192482e+04 8.70853383e+04 13 4
3.434539e+13 2.030765e+00 0.70 6.853172e-03 8.532676e-03 4.78158884e+04 4.74904283e+04 13 4
5.546953e+13 2.236715e+00 0.70 -9.927370e-03 1.044849e-02 2.40216458e+04 2.42625087e+04 13 4
8.952167e+13 2.473645e+00 0.70 9.808070e-03 1.400023e-02 1.14573254e+04 1.13460426e+04 13 4
1.441346e+14 2.746459e+00 0.70 1.895677e-02 1.946203e-02 4.79377076e+03 4.70458697e+03 13 4
2.315372e+14 3.062002e+00 0.70 1.803481e-03 3.000152e-02 1.65857501e+03 1.65558919e+03 13 4
3.652608e+14 3.415287e+00 0.70 1.289629e-02 4.719387e-02 4.71513054e+02 4.65509705e+02 13 4
5.906628e+14 3.851699e+00 0.70 1.548225e-01 1.077959e-01 1.11083089e+02 9.61906161e+01 13 4
9.870192e+14 4.406548e+00 0.70 -7.677384e-02 2.855178e-01 1.20060174e+01 1.30044165e+01 13 4
8.111969e+12 1.447732e+00 0.55 5.354428e-03 5.067959e-03 2.75754748e+05 2.74286103e+05 13 5
1.314253e+13 1.577350e+00 0.55 -1.159062e-03 5.867734e-03 1.66068303e+05 1.66261009e+05 13 5
2.128714e+13 1.724730e+00 0.55 3.404610e-03 6.641031e-03 9.81615179e+04 9.78284501e+04 13 5
3.440009e+13 1.892273e+00 0.55 1.955107e-03 7.961250e-03 5.53864031e+04 5.52783281e+04 13 5
5.556965e+13 2.084297e+00 0.55 -4.333355e-03 9.499885e-03 2.94310485e+04 2.95591388e+04 13 5
8.968484e+13 2.305128e+00 0.55 8.255136e-03 1.308891e-02 1.47820892e+04 1.46610601e+04 13 5
1.447241e+14 2.560701e+00 0.55 4.277938e-03 1.734445e-02 6.58975972e+03 6.56168922e+03 13 5
2.325146e+14 2.855106e+00 0.55 2.586916e-02 2.443179e-02 2.61704991e+03 2.55105622e+03 13 5
3.753349e+14 3.202646e+00 0.55 -2.759300e-02 3.715228e-02 7.94846695e+02 8.17401247e+02 13 5
6.005432e+14 3.603169e+00 0.55 1.671726e-01 7.950153e-02 2.34172905e+02 2.00632629e+02 13 5
9.491383e+14 4.061912e+00 0.55 -1.189752e-01 1.866624e-01 3.00155098e+01 3.40688590e+01 13 5
1.469025e+15 4.576402e+00 0.55 1.530700e-01 5.754023e-01 4.00147084e+00 3.47027569e+00 13 5
8.115582e+12 1.345778e+00 0.40 4.414020e-03 4.968251e-03 2.91058620e+05 2.89779528e+05 13 6
1.314015e+13 1.466106e+00 0.40 2.911549e-03 5.655072e-03 1.79587166e+05 1.79065807e+05 13 6
2.128947e+13 1.603177e+00 0.40 1.099636e-03 6.505428e-03 1.08092719e+05 1.07973987e+05 13 6
3.444430e+13 1.759322e+00 0.40 9.294802e-04 7.565503e-03 6.30104504e+04 6.29519378e+04 13 6
5.565571e+13 1.937980e+00 0.40 1.352534e-03 9.051819e-03 3.50936520e+04 3.50462507e+04 13 6
9.007678e+13 2.144635e+00 0.40 3.661913e-03 1.186200e-02 1.83795756e+04 1.83125168e+04 13 6
1.452826e+14 2.382240e+00 0.40 2.373473e-03 1.563115e-02 8.79163013e+03 8.77081284e+03 13 6
2.332496e+14 2.655797e+00 0.40 8.783145e-03 2.073801e-02 3.75880236e+03 3.72607570e+03 13 6
3.728715e+14 2.972068e+00 0.40 -1.648263e-02 3.074755e-02 1.31941277e+03 1.34152462e+03 13 6
6.092840e+14 3.361589e+00 0.40 1.098228e-01 5.680390e-02 4.26311250e+02 3.84125523e+02 13 6
9.542733e+14 3.781015e+00 0.40 1.251052e-01 1.253688e-01 9.00463344e+01 8.00336995e+01 13 6
1.538764e+15 4.309236e+00 0.40 2.727982e-02 3.069908e-01 1.10039011e+01 1.07116882e+01 13 6
8.120275e+12 1.249252e+00 0.25 3.021151e-03 4.936902e-03 3.03997284e+05 3.03081628e+05 13 7
1.315929e+13 1.361171e+00 0.25 2.152190e-03 5.538232e-03 1.90855950e+05 1.90446073e+05 13 7
2.131380e+13 1.488360e+00 0.25 2.133886e-03 6.182565e-03 1.17556869e+05 1.17306550e+05 13 7
3.447370e+13 1.633243e+00 0.25 -2.323678e-03 7.274504e-03 7.01188856e+04 7.02821988e+04 13 7
5.576286e+13 1.799508e+00 0.25 4.771508e-04 8.727638e-03 4.05440342e+04 4.05246978e+04 13 7
9.013856e+13 1.990902e+00 0.25 -5.053676e-03 1.090849e-02 2.20484480e+04 2.21604396e+04 13 7
1.454981e+14 2.211886e+00 0.25 1.183850e-02 1.420012e-02 1.13954175e+04 1.12620912e+04 13 7
2.347082e+14 2.468668e+00 0.25 2.416118e-02 1.869478e-02 5.29613608e+03 5.17119394e+03 13 7
3.779731e+14 2.767824e+00 0.25 -1.289413e-02 2.717633e-02 2.03615714e+03 2.06275456e+03 13 7
6.143562e+14 3.126808e+00 0.25 1.615386e-02 4.200101e-02 6.87498696e+02 6.76569488e+02 13 7
9.808023e+14 3.535344e+00 0.25 1.431399e-01 8.271218e-02 1.93097259e+02 1.68918315e+02 13 7
1.517520e+15 3.984226e+00 0.25 -1.316450e-01 1.697094e-01 2.50089628e+01 2.88003885e+01 13 7
2.287967e+15 4.478757e+00 0.25 4.318336e-02 6.016903e-01 3.00078079e+00 2.87656121e+00 13 7
8.123046e+12 1.159246e+00 0.10 -1.186092e-03 4.754249e-03 3.14121560e+05 3.14494580e+05 13 8
1.316213e+13 1.263076e+00 0.10 -2.248852e-03 5.296719e-03 2.00041454e+05 2.00492332e+05 13 8
2.133766e+13 1.381337e+00 0.10 1.271068e-03 6.161703e-03 1.25938008e+05 1.25778135e+05 13 8
3.454069e+13 1.516062e+00 0.10 -2.315276e-03 6.831470e-03 7.69650690e+04 7.71436779e+04 13 8
5.585327e+13 1.670315e+00 0.10 -6.581239e-03 8.472296e-03 4.55412904e+04 4.58429941e+04 13 8
9.021797e+13 1.847701e+00 0.10 -2.655789e-03 1.019072e-02 2.59991799e+04 2.60684121e+04 13 8
1.459278e+14 2.053762e+00 0.10 5.472695e-03 1.307424e-02 1.40181922e+04 1.39418925e+04 13 8
2.349185e+14 2.291151e+00 0.10 1.637740e-02 1.702828e-02 6.95768059e+03 6.84556797e+03 13 8
3.793073e+14 2.570477e+00 0.10 -1.830423e-03 2.263795e-02 2.97814653e+03 2.98360779e+03 13 8
6.163716e+14 2.903797e+00 0.10 -1.887585e-03 3.270423e-02 1.09879503e+03 1.10087302e+03 13 8
9.878822e+14 3.286773e+00 0.10 1.710065e-02 6.124148e-02 3.27163863e+02 3.21663213e+02 13 8
1.546605e+15 3.716639e+00 0.10 1.815443e-01 1.446141e-01 8.00282590e+01 6.77319155e+01 13 8
2.468944e+15 4.249085e+00 0.10 9.719059e-04 3.313590e-01 9.00220735e+00 8.99346654e+00 13 8
8.125453e+12 1.103535e+00 0.00 -4.396259e-03 4.646945e-03 3.19952967e+05 3.21365774e+05 13 9
1.316845e+13 1.202418e+00 0.00 -6.093123e-03 5.214566e-03 2.05364825e+05 2.06623810e+05 13 9
2.134720e+13 1.314996e+00 0.00 -3.293708e-03 5.947717e-03 1.30592390e+05 1.31023945e+05 13 9
3.452298e+13 1.442983e+00 0.00 -5.751600e-03 6.888174e-03 8.09986919e+04 8.14672590e+04 13 9
5.588075e+13 1.590123e+00 0.00 -5.465853e-03 8.183693e-03 4.90005678e+04 4.92698696e+04 13 9
9.034340e+13 1.759341e+00 0.00 -8.355030e-03 9.941961e-03 2.84219218e+04 2.86613885e+04 13 9
1.460582e+14 1.955355e+00 0.00 2.531694e-03 1.232467e-02 1.58301999e+04 1.57902239e+04 13 9
2.358150e+14 2.182884e+00 0.00 3.848769e-03 1.586423e-02 8.09238537e+03 8.06135906e+03 13 9
3.795456e+14 2.447199e+00 0.00 -8.549244e-03 2.058296e-02 3.66787320e+03 3.69950114e+03 13 9
6.131153e+14 2.760349e+00 0.00 -1.642159e-02 3.025219e-02 1.43804479e+03 1.46205404e+03 13 9
9.853592e+14 3.126521e+00 0.00 1.687656e-02 5.107934e-02 4.76239002e+02 4.68335116e+02 13 9
1.552738e+15 3.541770e+00 0.00 1.652600e-01 1.103585e-01 1.30045780e+02 1.11602368e+02 13 9
2.536023e+15 4.076564e+00 0.00 4.846956e-01 3.064082e-01 2.60062448e+01 1.75162137e+01 13 9
9.107217e+12 3.195522e+00 3.00 -1.495048e-04 1.024952e-02 2.31988464e+04 2.32023153e+04 14 0
1.451815e+13 3.479113e+00 3.00 3.380601e-02 1.557038e-02 7.89156834e+03 7.63350984e+03 14 0
2.320575e+13 3.803264e+00 3.00 4.764209e-02 2.519380e-02 2.18477048e+03 2.08541686e+03 14 0
3.729042e+13 4.177884e+00 3.00 -3.913362e-02 5.015774e-02 4.30097544e+02 4.47614311e+02 14 0
5.740961e+13 4.566791e+00 3.00 -1.975731e-01 1.073187e-01 5.62895293e+01 7.01491051e+01 14 0
9.052400e+13 5.036035e+00 3.00 -3.107277e-01 3.073434e-01 5.01809460e+00 7.28027886e+00 14 0
1.449900e+14 5.596759e+00 3.00 1.284031e+00 2.286264e+00 1.00250311e+00 4.38918428e-01 14 0
9.221034e+12 2.421787e+00 2.00 4.950776e-03 6.383490e-03 1.01150459e+05 1.00652152e+05 14 1
1.480596e+13 2.640499e+00 2.00 4.980918e-03 8.028081e-03 4.65508005e+04 4.63200840e+04 14 1
2.366989e+13 2.887057e+00 2.00 9.388268e-03 1.079197e-02 1.94022406e+04 1.92217814e+04 14 1
3.795983e+13 3.170666e+00 2.00 2.914590e-02 1.625205e-02 7.16690549e+03 6.96393532e+03 14 1
