# M nu z R Re N Naem box snap
1.723390e+14 2.135129e+00 0.00 1.895115e-02 1.431123e-02 1.12316396e+04 1.10227459e+04 9 9
2.740378e+14 2.374114e+00 0.00 5.593230e-02 1.862013e-02 5.30276030e+03 5.02187525e+03 9 9
4.349102e+14 2.651069e+00 0.00 4.561130e-02 2.819948e-02 2.07839506e+03 1.98773203e+03 9 9
6.898518e+14 2.974488e+00 0.00 1.005469e-01 4.598506e-02 7.13573824e+02 6.48381142e+02 9 9
1.089836e+15 3.350933e+00 0.00 1.553343e-01 9.028177e-02 1.87105332e+02 1.61949084e+02 9 9
1.734900e+15 3.803033e+00 0.00 -1.411987e-01 1.788183e-01 2.40094061e+01 2.79568805e+01 9 9
2.643525e+15 4.286017e+00 0.00 3.847583e-01 6.910189e-01 4.00112872e+00 2.88940584e+00 9 9
3.888900e+15 4.802811e+00 0.00 5.852604e+00 6.859306e+00 1.00020882e+00 1.45960405e-01 9 9
8.289517e+12 3.562840e+00 3.00 1.951456e-02 1.393559e-02 9.64804856e+03 9.46337493e+03 10 0
1.338182e+13 3.877099e+00 3.00 1.101370e-02 2.220771e-02 2.65269771e+03 2.62379997e+03 10 0
2.145660e+13 4.228836e+00 3.00 8.408054e-02 4.728450e-02 6.32543670e+02 5.83484020e+02 10 0
3.375176e+13 4.612202e+00 3.00 1.242076e-01 1.131067e-01 1.09798211e+02 9.76672041e+01 10 0
5.680729e+13 5.118526e+00 3.00 5.094372e-01 3.606677e-01 1.70826973e+01 1.13172626e+01 10 0
8.791550e+13 5.607435e+00 3.00 1.470202e+00 1.746693e+00 2.00691163e+00 8.12448462e-01 10 0
8.437692e+12 2.705332e+00 2.00 4.726972e-03 7.485180e-03 6.37408430e+04 6.34409593e+04 10 1
1.359890e+13 2.943471e+00 2.00 1.759462e-03 9.895654e-03 2.65498877e+04 2.65032562e+04 10 1
2.183019e+13 3.211607e+00 2.00 -1.242128e-02 1.302023e-02 9.66767344e+03 9.78926871e+03 10 1
3.490166e+13 3.514382e+00 2.00 8.575096e-03 2.179911e-02 3.10700146e+03 3.08058515e+03 10 1
5.558107e+13 3.857437e+00 2.00 3.394468e-02 4.079156e-02 8.13003157e+02 7.86312044e+02 10 1
9.117247e+13 4.277883e+00 2.00 5.953121e-02 8.756954e-02 1.61540743e+02 1.52464355e+02 10 1
1.407952e+14 4.703145e+00 2.00 3.157731e-01 2.564090e-01 2.70645549e+01 2.05693172e+01 10 1
2.237200e+14 5.225205e+00 2.00 1.678914e-01 8.258224e-01 2.00332992e+00 1.71533916e+00 10 1
8.524551e+12 1.869791e+00 1.00 2.291612e-03 5.324155e-03 2.00895934e+05 2.00436611e+05 10 2
1.376959e+13 2.035351e+00 1.00 -1.060687e-02 6.172151e-03 1.09774702e+05 1.10951551e+05 10 2
2.217315e+13 2.222275e+00 1.00 -7.012333e-03 7.783118e-03 5.78231033e+04 5.82314415e+04 10 2
3.571924e+13 2.435700e+00 1.00 2.716973e-03 9.581038e-03 2.85555963e+04 2.84782217e+04 10 2
5.745529e+13 2.679466e+00 1.00 5.253116e-03 1.258314e-02 1.27451577e+04 1.26785558e+04 10 2
9.216566e+13 2.958260e+00 1.00 -2.550227e-02 1.727480e-02 4.85210634e+03 4.97908428e+03 10 2
1.473149e+14 3.277722e+00 1.00 -1.267204e-02 2.680206e-02 1.63175698e+03 1.65270007e+03 10 2
2.384424e+14 3.658900e+00 1.00 1.310892e-01 5.512454e-02 4.94782565e+02 4.37439044e+02 10 2
3.808614e+14 4.091768e+00 1.00 3.330237e-02 1.133818e-01 8.80967109e+01 8.52574365e+01 10 2
6.057900e+14 4.593868e+00 1.00 -8.753527e-02 3.141177e-01 1.00076505e+01 1.09677122e+01 10 2
9.241900e+14 5.127082e+00 1.00 2.499024e-01 1.251125e+00 1.00055024e+00 8.00502700e-01 10 2
8.538459e+12 1.750364e+00 0.85 1.669812e-03 5.255435e-03 2.23635353e+05 2.23262546e+05 10 3
1.378755e+13 1.905260e+00 0.85 -9.660013e-03 5.968377e-03 1.26193717e+05 1.27424641e+05 10 3
2.222015e+13 2.080576e+00 0.85 -9.053200e-03 6.999056e-03 6.88706805e+04 6.94998768e+04 10 3
3.576659e+13 2.280076e+00 0.85 1.169250e-03 9.043093e-03 3.57250897e+04 3.56833669e+04 10 3
5.755727e+13 2.508527e+00 0.85 8.387960e-03 1.098249e-02 1.70416615e+04 1.68999058e+04 10 3
9.251351e+13 2.770761e+00 0.85 -1.525833e-02 1.519042e-02 7.07341255e+03 7.18301333e+03 10 3
1.479943e+14 3.070655e+00 0.85 -1.227686e-02 2.153630e-02 2.60698084e+03 2.63938418e+03 10 3
2.397365e+14 3.428563e+00 0.85 4.846074e-02 3.990177e-02 8.35315611e+02 7.96706618e+02 10 3
3.741688e+14 3.812817e+00 0.85 1.413541e-01 8.363420e-02 2.10234005e+02 1.84197008e+02 10 3
6.034969e+14 4.295077e+00 0.85 8.119934e-02 1.915049e-01 3.20245538e+01 2.96194722e+01 10 3
1.045895e+15 4.959216e+00 0.85 3.804982e-01 6.888930e-01 4.00199849e+00 2.89895232e+00 10 3
8.540455e+12 1.633331e+00 0.70 5.522413e-04 5.031303e-03 2.44857866e+05 2.44722720e+05 10 4
1.380605e+13 1.778229e+00 0.70 -8.148102e-03 5.817787e-03 1.42398604e+05 1.43568414e+05 10 4
2.224546e+13 1.941802e+00 0.70 -7.624104e-03 6.684138e-03 8.04503471e+04 8.10684212e+04 10 4
3.584523e+13 2.128457e+00 0.70 5.813612e-03 8.530528e-03 4.37463430e+04 4.34934887e+04 10 4
5.775492e+13 2.342351e+00 0.70 1.025728e-02 1.038508e-02 2.20091747e+04 2.17857124e+04 10 4
9.288777e+13 2.587631e+00 0.70 -7.361016e-03 1.350114e-02 9.87558489e+03 9.94881830e+03 10 4
1.492934e+14 2.870830e+00 0.70 -7.464668e-03 1.840397e-02 3.98006927e+03 4.01000261e+03 10 4
2.399183e+14 3.199756e+00 0.70 -2.894980e-02 2.929110e-02 1.32508584e+03 1.36459046e+03 10 4
3.813344e+14 3.574230e+00 0.70 1.373094e-01 5.921777e-02 4.19460027e+02 3.68817880e+02 10 4
6.209530e+14 4.036992e+00 0.70 1.139754e-01 1.308604e-01 8.10607856e+01 7.27671257e+01 10 4
9.930557e+14 4.563678e+00 0.70 -2.488380e-01 2.825169e-01 7.00364165e+00 9.32374328e+00 10 4
1.629000e+15 5.224670e+00 0.70 3.553535e+00 2.626401e+00 3.00106082e+00 6.59061725e-01 10 4
8.545378e+12 1.519960e+00 0.55 1.655007e-03 4.919352e-03 2.64595866e+05 2.64158682e+05 10 5
1.381933e+13 1.654922e+00 0.55 -7.144426e-03 5.584979e-03 1.57674480e+05 1.58809079e+05 10 5
2.227623e+13 1.807309e+00 0.55 -5.534097e-03 6.375088e-03 9.19782181e+04 9.24900671e+04 10 5
3.592233e+13 1.981356e+00 0.55 -5.263368e-05 7.629364e-03 5.16063165e+04 5.16090329e+04 10 5
5.782218e+13 2.180068e+00 0.55 1.001272e-02 1.010886e-02 2.74530690e+04 2.71809140e+04 10 5
9.311168e+13 2.409021e+00 0.55 6.861748e-03 1.224194e-02 1.33298948e+04 1.32390518e+04 10 5
1.495692e+14 2.672398e+00 0.55 -6.801701e-03 1.638263e-02 5.76010678e+03 5.79955361e+03 10 5
2.400748e+14 2.977812e+00 0.55 -1.182321e-03 2.422491e-02 2.19645557e+03 2.19905556e+03 10 5
3.881615e+14 3.340250e+00 0.55 2.656725e-02 4.090772e-02 7.02760180e+02 6.84572959e+02 10 5
6.147930e+14 3.746852e+00 0.55 1.139640e-01 9.208892e-02 1.81136889e+02 1.62605690e+02 10 5
9.709155e+14 4.221022e+00 0.55 9.005654e-02 1.969870e-01 2.90153548e+01 2.66182109e+01 10 5
1.618067e+15 4.852384e+00 0.55 1.520010e-01 6.644545e-01 3.00106641e+00 2.60509002e+00 10 5
2.511200e+15 5.500862e+00 0.55 1.503511e+01 1.133851e+01 2.00050459e+00 1.24757766e-01 10 5
8.557749e+12 1.411269e+00 0.40 2.148879e-03 4.740148e-03 2.81690758e+05 2.81086737e+05 10 6
1.383911e+13 1.536593e+00 0.40 -6.547069e-03 5.411503e-03 1.71526790e+05 1.72657188e+05 10 6
2.230405e+13 1.678044e+00 0.40 -5.290627e-03 6.277826e-03 1.02782555e+05 1.03329231e+05 10 6
3.593938e+13 1.839382e+00 0.40 -1.487070e-03 7.198710e-03 5.96013689e+04 5.96901323e+04 10 6
5.793498e+13 2.024474e+00 0.40 7.350944e-03 9.093428e-03 3.31048351e+04 3.28632592e+04 10 6
9.331503e+13 2.237238e+00 0.40 1.039934e-02 1.158714e-02 1.71242935e+04 1.69480450e+04 10 6
1.501175e+14 2.482706e+00 0.40 6.326710e-03 1.489234e-02 8.04525476e+03 7.99467477e+03 10 6
2.420243e+14 2.769409e+00 0.40 -9.002996e-03 2.004636e-02 3.30817205e+03 3.33822609e+03 10 6
3.890811e+14 3.102407e+00 0.40 -1.004530e-02 3.128623e-02 1.16726031e+03 1.17910478e+03 10 6
6.222664e+14 3.488791e+00 0.40 6.502523e-02 5.799717e-02 3.52263715e+02 3.30756218e+02 10 6
9.764576e+14 3.924144e+00 0.40 6.754246e-02 1.294050e-01 7.20379535e+01 6.74801765e+01 10 6
1.495700e+15 4.406690e+00 0.40 2.429851e-01 3.714519e-01 1.10041575e+01 8.85300808e+00 10 6
2.709300e+15 5.220836e+00 0.40 3.778161e+00 2.755962e+00 3.00071337e+00 6.28005862e-01 10 6
8.561456e+12 1.307884e+00 0.25 1.898373e-03 4.644536e-03 2.95847274e+05 2.95286710e+05 10 7
1.385184e+13 1.424156e+00 0.25 -5.519834e-03 5.257578e-03 1.83772107e+05 1.84792129e+05 10 7
2.233746e+13 1.555438e+00 0.25 -1.958982e-03 6.026846e-03 1.13014903e+05 1.13236732e+05 10 7
3.603526e+13 1.705399e+00 0.25 3.042423e-03 6.962225e-03 6.76208210e+04 6.74157138e+04 10 7
5.809598e+13 1.877095e+00 0.25 1.058612e-03 8.428184e-03 3.86217180e+04 3.85808758e+04 10 7
9.358399e+13 2.074467e+00 0.25 6.857338e-03 1.040524e-02 2.10590716e+04 2.09156459e+04 10 7
1.509160e+14 2.303391e+00 0.25 1.384675e-02 1.361011e-02 1.06731153e+04 1.05273458e+04 10 7
2.419705e+14 2.566204e+00 0.25 -1.882180e-02 1.708248e-02 4.69434082e+03 4.78439167e+03 10 7
3.881137e+14 2.873168e+00 0.25 1.681946e-03 2.645158e-02 1.89204678e+03 1.88886980e+03 10 7
6.267892e+14 3.238960e+00 0.25 1.577456e-02 4.629123e-02 6.23464117e+02 6.13781979e+02 10 7
1.002793e+15 3.662319e+00 0.25 4.507514e-02 9.211057e-02 1.59082091e+02 1.52220721e+02 10 7
1.612500e+15 4.169962e+00 0.25 -1.893642e-01 1.735685e-01 2.10074850e+01 2.59148256e+01 10 7
2.479220e+15 4.714172e+00 0.25 9.174942e-01 8.550020e-01 5.00127415e+00 2.60823434e+00 10 7
3.564700e+15 5.249088e+00 0.25 6.971197e+00 7.978992e+00 1.00019198e+00 1.25475763e-01 10 7
8.570045e+12 1.211462e+00 0.10 3.149340e-03 4.507304e-03 3.07836555e+05 3.06870116e+05 10 8
1.385914e+13 1.319058e+00 0.10 -5.907496e-03 5.028775e-03 1.93983811e+05 1.95136579e+05 10 8
2.236000e+13 1.440788e+00 0.10 -3.012515e-03 5.922666e-03 1.21657540e+05 1.22025143e+05 10 8
3.605659e+13 1.579579e+00 0.10 1.831070e-03 6.643711e-03 7.46896205e+04 7.45531086e+04 10 8
5.820324e+13 1.739064e+00 0.10 1.662304e-03 7.963919e-03 4.41818796e+04 4.41085578e+04 10 8
9.381646e+13 1.922217e+00 0.10 4.713147e-03 9.690943e-03 2.50811007e+04 2.49634443e+04 10 8
1.511060e+14 2.133806e+00 0.10 5.800923e-05 1.296360e-02 1.32889994e+04 1.32882285e+04 10 8
2.426995e+14 2.378273e+00 0.10 1.395717e-02 1.649455e-02 6.58927929e+03 6.49857751e+03 10 8
3.909621e+14 2.665647e+00 0.10 -2.898160e-02 2.219224e-02 2.74395143e+03 2.82584907e+03 10 8
6.294638e+14 3.002918e+00 0.10 -3.723881e-03 3.236138e-02 1.03977145e+03 1.04365791e+03 10 8
1.005127e+15 3.393838e+00 0.10 -5.803488e-02 5.804199e-02 2.89148938e+02 3.06963531e+02 10 8
1.613588e+15 3.862593e+00 0.10 -1.011732e-01 1.164499e-01 5.90210182e+01 6.56645034e+01 10 8
2.619290e+15 4.436427e+00 0.10 1.130440e-01 3.492032e-01 1.00024414e+01 8.98656460e+00 10 8
3.574200e+15 4.865157e+00 0.10 5.253469e-01 1.526839e+00 1.00019158e+00 6.55714172e-01 10 8
6.043800e+15 5.721458e+00 0.10 4.999211e+01 5.104198e+01 1.00012718e+00 1.96133701e-02 10 8
8.571089e+12 1.151551e+00 0.00 3.923212e-03 4.386003e-03 3.14589462e+05 3.13360084e+05 10 9
1.386314e+13 1.253865e+00 0.00 -5.780397e-03 4.976119e-03 1.99969982e+05 2.01132608e+05 10 9
2.236390e+13 1.369552e+00 0.00 -6.357022e-03 5.798160e-03 1.26460689e+05 1.27269745e+05 10 9
3.606048e+13 1.501464e+00 0.00 -8.576015e-04 6.483464e-03 7.88704831e+04 7.89381806e+04 10 9
5.822051e+13 1.653128e+00 0.00 -6.113439e-04 7.589060e-03 4.75870554e+04 4.76161653e+04 10 9
9.387792e+13 1.827376e+00 0.00 5.916259e-03 9.087706e-03 2.77959619e+04 2.76324810e+04 10 9
1.513437e+14 2.028955e+00 0.00 -5.605907e-03 1.188150e-02 1.51120730e+04 1.51972675e+04 10 9
2.434770e+14 2.262306e+00 0.00 1.104394e-02 1.568011e-02 7.84320477e+03 7.75753109e+03 10 9
3.916035e+14 2.534786e+00 0.00 -3.275270e-02 2.063597e-02 3.45270901e+03 3.56962383e+03 10 9
6.309110e+14 2.856033e+00 0.00 -5.013089e-02 2.852463e-02 1.34999985e+03 1.42124829e+03 10 9
1.010775e+15 3.230773e+00 0.00 2.307912e-03 5.079050e-02 4.63237570e+02 4.62170921e+02 10 9
1.608759e+15 3.668427e+00 0.00 -1.246295e-01 8.673984e-02 9.90353503e+01 1.13135359e+02 10 9
2.634227e+15 4.223967e+00 0.00 -1.921540e-01 2.059090e-01 1.50036459e+01 1.85724082e+01 10 9
3.904733e+15 4.749811e+00 0.00 7.297153e-01 9.976701e-01 3.00053643e+00 1.73469959e+00 10 9
7.020000e+15 5.704017e+00 0.00 1.274134e+01 1.375478e+01 1.00011317e+00 7.27813614e-02 10 9
8.231402e+12 3.393163e+00 3.00 1.606151e-02 1.307099e-02 1.35480773e+04 1.33339145e+04 11 0
1.323747e+13 3.693358e+00 3.00 2.478010e-03 1.966524e-02 3.94796445e+03 3.93820554e+03 11 0
2.128427e+13 4.033949e+00 3.00 2.399404e-02 3.697240e-02 9.71020459e+02 9.48267687e+02 11 0
3.371970e+13 4.409245e+00 3.00 3.903009e-02 7.433180e-02 1.82313010e+02 1.75464610e+02 11 0
5.230476e+13 4.816114e+00 3.00 8.877831e-02 2.215563e-01 2.51285379e+01 2.30795724e+01 11 0
7.612500e+13 5.207903e+00 3.00 -4.841493e-01 5.163552e-01 1.00383087e+00 1.94597160e+00 11 0
8.346534e+12 2.575222e+00 2.00 9.430944e-03 7.662955e-03 7.33558745e+04 7.26705228e+04 11 1
1.347105e+13 2.805171e+00 2.00 6.010839e-03 9.931698e-03 3.11488764e+04 3.09627642e+04 11 1
2.165517e+13 3.064133e+00 2.00 2.848604e-02 1.310051e-02 1.20688831e+04 1.17346105e+04 11 1
3.470300e+13 3.357248e+00 2.00 -4.033062e-02 1.986346e-02 3.66481425e+03 3.81883002e+03 11 1
5.544804e+13 3.690277e+00 2.00 8.651082e-02 3.764375e-02 1.10640664e+03 1.01831166e+03 11 1
8.928055e+13 4.079351e+00 2.00 -2.067736e-02 7.493701e-02 2.04690000e+02 2.09011812e+02 11 1
1.446481e+14 4.535457e+00 2.00 5.622831e-02 1.984304e-01 3.20742089e+01 3.03667386e+01 11 1
2.330900e+14 5.060050e+00 2.00 -2.817879e-01 5.078517e-01 2.00319463e+00 2.78914082e+00 11 1
8.418320e+12 1.780274e+00 1.00 -6.029333e-03 5.592053e-03 2.07827537e+05 2.09088200e+05 11 2
1.359270e+13 1.939510e+00 1.00 -1.051646e-02 6.322281e-03 1.14101165e+05 1.15313858e+05 11 2
2.194867e+13 2.120502e+00 1.00 -8.429953e-03 8.016576e-03 5.97629454e+04 6.02710273e+04 11 2
3.534291e+13 2.325809e+00 1.00 -1.077149e-02 9.811828e-03 2.90235515e+04 2.93395824e+04 11 2
5.687812e+13 2.560708e+00 1.00 1.438491e-03 1.264090e-02 1.30133584e+04 1.29946657e+04 11 2
9.122120e+13 2.828917e+00 1.00 -1.304892e-02 1.830400e-02 5.00759862e+03 5.07380631e+03 11 2
1.469299e+14 3.141722e+00 1.00 -1.702994e-02 2.900465e-02 1.64475922e+03 1.67325464e+03 11 2
2.321148e+14 3.489376e+00 1.00 -6.138819e-02 4.908842e-02 4.12660249e+02 4.39649537e+02 11 2
3.907305e+14 3.953944e+00 1.00 -5.754262e-02 1.129097e-01 8.00853722e+01 8.49750597e+01 11 2
6.116950e+14 4.424635e+00 1.00 1.092778e-01 3.170653e-01 1.20090253e+01 1.08259855e+01 11 2
8.423509e+12 1.666539e+00 0.85 -4.704614e-03 5.310172e-03 2.30552448e+05 2.31642235e+05 11 3
1.362027e+13 1.816076e+00 0.85 -1.458903e-02 6.151196e-03 1.29579207e+05 1.31497630e+05 11 3
2.197101e+13 1.985199e+00 0.85 -9.654331e-03 7.517183e-03 7.05729788e+04 7.12609556e+04 11 3
3.538901e+13 2.177547e+00 0.85 -1.324144e-02 9.236702e-03 3.58245965e+04 3.63053314e+04 11 3
5.703770e+13 2.398241e+00 0.85 2.902225e-03 1.186186e-02 1.70836748e+04 1.70342376e+04 11 3
9.165502e+13 2.650607e+00 0.85 -1.015045e-02 1.549305e-02 7.08539859e+03 7.15805606e+03 11 3
1.473931e+14 2.942770e+00 0.85 -2.657235e-02 2.328852e-02 2.52475616e+03 2.59367624e+03 11 3
2.345701e+14 3.274163e+00 0.85 -4.066284e-02 4.007441e-02 7.38171426e+02 7.69459846e+02 11 3
3.768637e+14 3.668267e+00 0.85 -9.137344e-02 7.086208e-02 1.58173423e+02 1.74079683e+02 11 3
5.976674e+14 4.116995e+00 0.85 -7.846323e-03 1.933442e-01 2.70206782e+01 2.72343678e+01 11 3
9.213025e+14 4.608900e+00 0.85 5.552794e-01 7.761119e-01 4.00218554e+00 2.57329036e+00 11 3
8.435012e+12 1.555727e+00 0.70 -5.016505e-03 5.059778e-03 2.51732808e+05 2.53001994e+05 11 4
1.363601e+13 1.695273e+00 0.70 -1.223665e-02 5.926010e-03 1.45642939e+05 1.47447198e+05 11 4
2.199921e+13 1.853207e+00 0.70 -1.456709e-02 7.018925e-03 8.13766916e+04 8.25796369e+04 11 4
3.544982e+13 2.032962e+00 0.70 -4.528571e-03 8.761428e-03 4.36564962e+04 4.38550971e+04 11 4
5.720368e+13 2.239584e+00 0.70 -1.163686e-02 1.057711e-02 2.14362492e+04 2.16886367e+04 11 4
9.223389e+13 2.477129e+00 0.70 5.260953e-03 1.484845e-02 9.79820096e+03 9.74692285e+03 11 4
1.480158e+14 2.749046e+00 0.70 -2.444575e-02 2.093291e-02 3.75553491e+03 3.84964229e+03 11 4
2.363895e+14 3.061269e+00 0.70 -4.041412e-02 3.124550e-02 1.22493224e+03 1.27652174e+03 11 4
3.821964e+14 3.435346e+00 0.70 -6.706052e-02 5.460841e-02 3.11337652e+02 3.33716879e+02 11 4
6.113651e+14 3.864668e+00 0.70 -1.589403e-01 1.226615e-01 5.30398789e+01 6.30631563e+01 11 4
9.940144e+14 4.389549e+00 0.70 1.789472e-01 3.902754e-01 9.00463454e+00 7.63786077e+00 11 4
8.440919e+12 1.448133e+00 0.55 -1.836154e-03 4.975283e-03 2.72067474e+05 2.72567951e+05 11 5
1.364824e+13 1.578092e+00 0.55 -1.153301e-02 5.670670e-03 1.60778771e+05 1.62654669e+05 11 5
2.200812e+13 1.724960e+00 0.55 -8.692025e-03 6.570762e-03 9.30267541e+04 9.38424349e+04 11 5
3.555645e+13 1.893256e+00 0.55 -4.369570e-03 8.407324e-03 5.15131456e+04 5.17392237e+04 11 5
5.732371e+13 2.085341e+00 0.55 -1.267695e-02 1.018316e-02 2.64941440e+04 2.68343212e+04 11 5
9.231216e+13 2.305948e+00 0.55 4.874913e-03 1.318963e-02 1.28772841e+04 1.28148130e+04 11 5
1.479970e+14 2.558533e+00 0.55 -9.333038e-03 1.813676e-02 5.42132061e+03 5.47239468e+03 11 5
2.375974e+14 2.852611e+00 0.55 -2.508334e-02 2.701709e-02 1.95707489e+03 2.00742789e+03 11 5
3.806754e+14 3.194237e+00 0.55 -6.326428e-02 4.277946e-02 5.60609875e+02 5.98471758e+02 11 5
6.012209e+14 3.581571e+00 0.55 -9.839142e-02 8.525654e-02 1.21092241e+02 1.34306885e+02 11 5
1.001496e+15 4.093682e+00 0.55 7.915881e-02 2.255206e-01 2.20112627e+01 2.03966855e+01 11 5
1.387500e+15 4.473625e+00 0.55 -4.462591e-01 5.542825e-01 1.00039698e+00 1.80661551e+00 11 5
8.446830e+12 1.344816e+00 0.40 2.078539e-04 4.754747e-03 2.89954175e+05 2.89893919e+05 11 6
1.366219e+13 1.465597e+00 0.40 -7.326177e-03 5.650442e-03 1.75386905e+05 1.76681303e+05 11 6
2.204612e+13 1.602222e+00 0.40 -4.415226e-03 6.281158e-03 1.04198768e+05 1.04660870e+05 11 6
3.562660e+13 1.758652e+00 0.40 -3.241181e-03 7.579888e-03 5.94776042e+04 5.96710087e+04 11 6
5.744229e+13 1.937151e+00 0.40 -8.954182e-03 9.673898e-03 3.20021603e+04 3.22913025e+04 11 6
9.264049e+13 2.142806e+00 0.40 3.132852e-03 1.175813e-02 1.63324932e+04 1.62814857e+04 11 6
1.489044e+14 2.378972e+00 0.40 -2.838357e-03 1.602836e-02 7.43481624e+03 7.45597897e+03 11 6
2.390376e+14 2.652528e+00 0.40 -1.918373e-02 2.369985e-02 2.93659213e+03 2.99402877e+03 11 6
3.823353e+14 2.969145e+00 0.40 -3.904056e-02 3.588682e-02 9.65046327e+02 1.00425292e+03 11 6
6.094632e+14 3.337242e+00 0.40 -4.114387e-02 6.333327e-02 2.52190078e+02 2.63011384e+02 11 6
1.002842e+15 3.802518e+00 0.40 -2.847822e-01 1.272198e-01 3.50178993e+01 4.89611664e+01 11 6
1.410000e+15 4.172465e+00 0.40 2.326358e-01 4.636023e-01 7.00274422e+00 5.68111362e+00 11 6
8.453096e+12 1.246830e+00 0.25 3.991082e-03 4.713741e-03 3.06001836e+05 3.04785413e+05 11 7
1.367209e+13 1.358813e+00 0.25 -5.055002e-03 5.349621e-03 1.88285836e+05 1.89242457e+05 11 7
2.207936e+13 1.485712e+00 0.25 -1.519054e-03 6.076093e-03 1.14573527e+05 1.14747835e+05 11 7
3.566764e+13 1.630673e+00 0.25 3.158346e-03 7.391903e-03 6.75909293e+04 6.73781258e+04 11 7
5.747918e+13 1.796011e+00 0.25 -3.822337e-03 9.124818e-03 3.77082090e+04 3.78528955e+04 11 7
9.271300e+13 1.986753e+00 0.25 -2.958999e-03 1.089959e-02 1.99623264e+04 2.00215702e+04 11 7
1.492231e+14 2.206408e+00 0.25 1.763470e-02 1.394279e-02 9.92340954e+03 9.75144573e+03 11 7
2.397667e+14 2.460699e+00 0.25 -1.194832e-02 2.107692e-02 4.19053725e+03 4.24121262e+03 11 7
3.865557e+14 2.759873e+00 0.25 -3.137003e-03 2.953973e-02 1.57369165e+03 1.57864386e+03 11 7
6.147933e+14 3.100588e+00 0.25 -4.347857e-02 4.998514e-02 4.53339369e+02 4.73945859e+02 11 7
9.790060e+14 3.502356e+00 0.25 -1.571933e-01 9.273748e-02 8.90463778e+01 1.05654571e+02 11 7
1.586424e+15 3.996967e+00 0.25 9.193712e-02 2.609095e-01 1.70060790e+01 1.55742292e+01 11 7
8.464584e+12 1.155492e+00 0.10 5.049561e-03 4.548653e-03 3.19004904e+05 3.17402162e+05 11 8
1.368833e+13 1.259245e+00 0.10 -1.226911e-03 5.167147e-03 2.00055223e+05 2.00300975e+05 11 8
2.210357e+13 1.376834e+00 0.10 -1.576792e-04 5.879253e-03 1.23927826e+05 1.23947370e+05 11 8
3.571154e+13 1.511225e+00 0.10 3.292195e-03 7.279996e-03 7.49150382e+04 7.46692126e+04 11 8
5.756852e+13 1.664580e+00 0.10 5.359057e-03 8.467867e-03 4.35677741e+04 4.33355365e+04 11 8
9.286801e+13 1.841436e+00 0.10 5.726257e-03 9.967773e-03 2.40305509e+04 2.38937293e+04 11 8
1.498747e+14 2.046295e+00 0.10 1.956009e-02 1.327425e-02 1.25161658e+04 1.22760453e+04 11 8
2.401976e+14 2.280856e+00 0.10 5.454968e-03 1.766757e-02 5.75296191e+03 5.72174994e+03 11 8
3.889258e+14 2.560928e+00 0.10 -5.710468e-03 2.523184e-02 2.31747928e+03 2.33078918e+03 11 8
6.190350e+14 2.877835e+00 0.10 3.413788e-02 4.353829e-02 8.14606561e+02 7.87715622e+02 11 8
9.837466e+14 3.249213e+00 0.10 -8.390026e-02 7.057886e-02 1.88097596e+02 2.05324364e+02 11 8
1.598800e+15 3.711349e+00 0.10 -1.139044e-01 1.542537e-01 3.30117290e+01 3.72552698e+01 11 8
2.524117e+15 4.229288e+00 0.10 4.739155e-01 5.993580e-01 6.00149352e+00 4.07180307e+00 11 8
8.465499e+12 1.098710e+00 0.00 6.603403e-03 4.527615e-03 3.26978647e+05 3.24833639e+05 11 9
1.369625e+13 1.197468e+00 0.00 -3.005146e-03 5.193960e-03 2.06351916e+05 2.06973903e+05 11 9
2.210694e+13 1.309189e+00 0.00 1.836361e-03 5.746617e-03 1.29873355e+05 1.29635298e+05 11 9
3.571855e+13 1.436991e+00 0.00 2.446855e-03 6.890408e-03 7.94694101e+04 7.92754346e+04 11 9
5.765259e+13 1.583229e+00 0.00 9.574691e-03 7.992225e-03 4.73434895e+04 4.68944893e+04 11 9
9.305481e+13 1.751673e+00 0.00 7.674206e-03 1.009054e-02 2.66951134e+04 2.64918098e+04 11 9
1.501987e+14 1.946649e+00 0.00 2.324998e-02 1.214508e-02 1.43682830e+04 1.40418112e+04 11 9
2.402839e+14 2.168917e+00 0.00 2.584069e-02 1.700223e-02 6.98988641e+03 6.81381280e+03 11 9
3.875885e+14 2.432978e+00 0.00 3.482268e-04 2.284270e-02 2.92613889e+03 2.92512028e+03 11 9
6.193236e+14 2.736693e+00 0.00 7.827991e-02 3.792563e-02 1.14184990e+03 1.05895500e+03 11 9
9.907862e+14 3.095392e+00 0.00 -1.025647e-02 6.400277e-02 2.99154360e+02 3.02254425e+02 11 9
1.632204e+15 3.549422e+00 0.00 -1.430837e-01 1.228562e-01 5.30185359e+01 6.18713112e+01 11 9
2.469778e+15 3.995919e+00 0.00 1.330422e-01 3.750791e-01 9.00227863e+00 7.94522781e+00 11 9
3.508600e+15 4.434183e+00 0.00 8.899880e-01 1.891836e+00 1.00019254e+00 5.29205751e-01 11 9
9.306341e+12 3.614027e+00 3.00 1.621580e-02 1.426737e-02 7.76709822e+03 7.64315830e+03 12 0
1.482983e+13 3.926170e+00 3.00 -3.318492e-03 2.588342e-02 2.06420080e+03 2.07107364e+03 12 0
2.372754e+13 4.283342e+00 3.00 -4.310658e-02 4.860536e-02 4.29498862e+02 4.48847126e+02 12 0
3.816382e+13 4.695311e+00 3.00 -8.921722e-02 1.152625e-01 6.64802808e+01 7.29924659e+01 12 0
