# M nu z R Re N Naem box snap
5.801488e+13 4.541618e+00 2.00 -1.919638e-01 2.044838e-01 1.70882510e+01 2.11478787e+01 23 1
1.040622e+14 5.123045e+00 2.00 1.030375e+00 1.013193e+00 4.01314036e+00 1.97655149e+00 23 1
9.356209e+12 2.223385e+00 1.00 4.721100e-03 7.828654e-03 8.64300283e+04 8.60239009e+04 23 2
1.499678e+13 2.414838e+00 1.00 2.505249e-03 9.558158e-03 3.90041068e+04 3.89066360e+04 23 2
2.406603e+13 2.632208e+00 1.00 -1.990891e-02 1.211548e-02 1.56464765e+04 1.59643084e+04 23 2
3.843222e+13 2.876770e+00 1.00 -2.104650e-02 1.698374e-02 5.65526068e+03 5.77684299e+03 23 2
6.104446e+13 3.152336e+00 1.00 -9.582839e-03 2.816272e-02 1.75873070e+03 1.77574740e+03 23 2
9.665491e+13 3.465260e+00 1.00 -4.927662e-02 5.109750e-02 4.19455108e+02 4.41195745e+02 23 2
1.504445e+14 3.810168e+00 1.00 -1.899402e-01 1.043730e-01 6.71649746e+01 8.29135965e+01 23 2
2.452123e+14 4.250172e+00 1.00 2.076643e-01 3.313133e-01 1.30218549e+01 1.07826777e+01 23 2
3.903400e+14 4.737897e+00 1.00 1.633725e-01 1.164510e+00 1.00116924e+00 8.60574965e-01 23 2
9.374263e+12 2.078702e+00 0.85 2.073050e-04 7.332889e-03 1.08261842e+05 1.08239403e+05 23 3
1.502926e+13 2.257810e+00 0.85 -1.377827e-03 8.939238e-03 5.13641255e+04 5.14349940e+04 23 3
2.408126e+13 2.460395e+00 0.85 -1.770414e-02 1.078315e-02 2.20269168e+04 2.24239130e+04 23 3
3.853581e+13 2.690080e+00 0.85 -2.251809e-02 1.497751e-02 8.54775986e+03 8.74467318e+03 23 3
6.145580e+13 2.950222e+00 0.85 -3.211387e-02 2.202917e-02 2.85509862e+03 2.94982904e+03 23 3
9.766669e+13 3.245791e+00 0.85 -1.265582e-02 3.673246e-02 8.12796672e+02 8.23215134e+02 23 3
1.557171e+14 3.588026e+00 0.85 -1.379253e-01 7.306143e-02 1.54369178e+02 1.79067047e+02 23 3
2.631613e+14 4.037198e+00 0.85 -1.780173e-01 1.824707e-01 2.30365901e+01 2.80256394e+01 23 3
4.231100e+14 4.514475e+00 0.85 -2.932045e-01 4.997790e-01 2.00219583e+00 2.83277937e+00 23 3
9.390179e+12 1.936960e+00 0.70 -3.725970e-03 6.763790e-03 1.32648399e+05 1.33144491e+05 23 4
1.508276e+13 2.104579e+00 0.70 -7.507792e-03 8.186570e-03 6.57412650e+04 6.62385704e+04 23 4
2.411220e+13 2.292507e+00 0.70 -1.373827e-02 1.013453e-02 3.01276237e+04 3.05472906e+04 23 4
3.856915e+13 2.506339e+00 0.70 -2.249796e-02 1.317958e-02 1.24806482e+04 1.27678999e+04 23 4
6.172505e+13 2.750680e+00 0.70 -1.546335e-02 1.948585e-02 4.62174623e+03 4.69433640e+03 23 4
9.867618e+13 3.030138e+00 0.70 -5.090172e-02 2.909324e-02 1.38472618e+03 1.45899134e+03 23 4
1.551370e+14 3.339656e+00 0.70 -6.494793e-02 5.544882e-02 3.39814986e+02 3.63418250e+02 23 4
2.461379e+14 3.703532e+00 0.70 -1.396930e-01 1.106486e-01 5.80972144e+01 6.75307943e+01 23 4
3.968700e+14 4.141350e+00 0.70 -5.737333e-02 3.313020e-01 8.00923363e+00 8.49671871e+00 23 4
5.748700e+14 4.531888e+00 0.70 5.776436e-01 1.579187e+00 1.00086431e+00 6.34404580e-01 23 4
9.407712e+12 1.799139e+00 0.55 -1.199838e-03 6.434275e-03 1.59901648e+05 1.60093735e+05 23 5
1.510528e+13 1.954726e+00 0.55 -9.797988e-03 7.552219e-03 8.22683154e+04 8.30823554e+04 23 5
2.418493e+13 2.129899e+00 0.55 -5.560184e-03 9.326396e-03 4.01250356e+04 4.03493857e+04 23 5
3.877843e+13 2.329702e+00 0.55 -1.575949e-02 1.205866e-02 1.76920921e+04 1.79753749e+04 23 5
6.197381e+13 2.556217e+00 0.55 -2.868315e-02 1.605409e-02 6.94808178e+03 7.15325979e+03 23 5
9.890232e+13 2.814990e+00 0.55 -1.715954e-02 2.586377e-02 2.41221840e+03 2.45433363e+03 23 5
1.575877e+14 3.111723e+00 0.55 -7.052292e-02 4.038326e-02 6.43524625e+02 6.92351260e+02 23 5
2.490354e+14 3.448137e+00 0.55 -1.487428e-01 7.479717e-02 1.28212586e+02 1.50615561e+02 23 5
3.913281e+14 3.832548e+00 0.55 -9.256360e-02 2.213542e-01 2.10245059e+01 2.31691234e+01 23 5
5.805475e+14 4.218328e+00 0.55 7.875833e-01 8.920357e-01 4.00343092e+00 2.23957721e+00 23 5
9.423565e+12 1.666201e+00 0.40 2.950329e-03 6.101840e-03 1.88746808e+05 1.88191581e+05 23 6
1.511483e+13 1.809973e+00 0.40 -1.039240e-02 7.061970e-03 1.00455770e+05 1.01510710e+05 23 6
2.423377e+13 1.972690e+00 0.40 3.792509e-04 8.726899e-03 5.17027054e+04 5.16831045e+04 23 6
3.887848e+13 2.158014e+00 0.40 -8.744613e-03 1.076791e-02 2.41887679e+04 2.44021553e+04 23 6
6.207785e+13 2.367455e+00 0.40 -6.142459e-03 1.417356e-02 1.03718035e+04 1.04359057e+04 23 6
9.948543e+13 2.609465e+00 0.40 -1.281950e-02 2.057270e-02 3.86711674e+03 3.91733501e+03 23 6
1.578224e+14 2.881906e+00 0.40 -3.343514e-02 3.182784e-02 1.19582997e+03 1.23719579e+03 23 6
2.516914e+14 3.200199e+00 0.40 -3.869010e-02 5.822911e-02 2.98490866e+02 3.10504308e+02 23 6
4.021614e+14 3.571571e+00 0.40 -1.440305e-01 1.265919e-01 4.90559755e+01 5.73104256e+01 23 6
6.291140e+14 3.984274e+00 0.40 4.298335e-01 4.485919e-01 1.00080559e+01 6.99945547e+00 23 6
9.433092e+12 1.539357e+00 0.25 5.068968e-03 5.891571e-03 2.17519930e+05 2.16422889e+05 23 7
1.515220e+13 1.672632e+00 0.25 4.631103e-03 6.791129e-03 1.21466409e+05 1.20906478e+05 23 7
2.430679e+13 1.823219e+00 0.25 1.393259e-03 8.086339e-03 6.43360575e+04 6.42465454e+04 23 7
3.893212e+13 1.993916e+00 0.25 5.491213e-03 1.003481e-02 3.21425772e+04 3.19670394e+04 23 7
6.238712e+13 2.189045e+00 0.25 8.065032e-03 1.308992e-02 1.47037507e+04 1.45861132e+04 23 7
9.977768e+13 2.411885e+00 0.25 -6.058710e-03 1.763835e-02 5.89896128e+03 5.93491924e+03 23 7
1.591232e+14 2.666858e+00 0.25 3.484815e-02 2.708631e-02 2.14604580e+03 2.07377845e+03 23 7
2.568540e+14 2.969868e+00 0.25 -2.267164e-02 4.486153e-02 5.77935469e+02 5.91342163e+02 23 7
4.024176e+14 3.299605e+00 0.25 -7.211708e-02 8.885149e-02 1.19135871e+02 1.28395370e+02 23 7
6.396091e+14 3.695555e+00 0.25 1.920011e-01 2.542160e-01 2.30182912e+01 1.93106293e+01 23 7
9.542250e+14 4.091717e+00 0.25 1.327015e-01 8.009393e-01 2.00116407e+00 1.76671801e+00 23 7
9.445639e+12 1.420477e+00 0.10 1.482282e-02 5.797243e-03 2.47528950e+05 2.43913466e+05 23 8
1.517608e+13 1.543542e+00 0.10 8.398322e-03 6.527987e-03 1.41838470e+05 1.40657186e+05 23 8
2.434317e+13 1.682501e+00 0.10 1.636145e-02 7.735611e-03 7.89407882e+04 7.76699948e+04 23 8
3.901434e+13 1.840265e+00 0.10 1.918606e-02 9.300897e-03 4.12775317e+04 4.05004869e+04 23 8
6.254140e+13 2.020539e+00 0.10 1.953320e-02 1.168199e-02 1.99572029e+04 1.95748435e+04 23 8
9.995465e+13 2.225946e+00 0.10 3.671448e-02 1.548135e-02 8.86696044e+03 8.55294353e+03 23 8
1.595627e+14 2.461835e+00 0.10 5.687557e-02 2.303749e-02 3.45210014e+03 3.26632599e+03 23 8
2.550955e+14 2.735569e+00 0.10 9.057821e-02 3.585242e-02 1.13584827e+03 1.04151014e+03 23 8
4.035023e+14 3.046054e+00 0.10 1.143481e-01 7.179607e-02 2.90330413e+02 2.60538339e+02 23 8
6.621866e+14 3.439108e+00 0.10 2.362167e-01 1.779460e-01 5.80448929e+01 4.69536551e+01 23 8
1.088723e+15 3.907000e+00 0.10 -4.464648e-01 3.192696e-01 3.00157541e+00 5.42255530e+00 23 8
9.454571e+12 1.346496e+00 0.00 1.766199e-02 5.755774e-03 2.66267984e+05 2.61646782e+05 23 9
1.518744e+13 1.463109e+00 0.00 1.417383e-02 6.443939e-03 1.56037236e+05 1.53856501e+05 23 9
2.437429e+13 1.594994e+00 0.00 2.161491e-02 7.383516e-03 8.88524944e+04 8.69725896e+04 23 9
3.907923e+13 1.744700e+00 0.00 3.048011e-02 8.831726e-03 4.80758723e+04 4.66538577e+04 23 9
6.259650e+13 1.915336e+00 0.00 3.727646e-02 1.124304e-02 2.42098604e+04 2.33398339e+04 23 9
1.003345e+14 2.111360e+00 0.00 6.207751e-02 1.492399e-02 1.12990663e+04 1.06386456e+04 23 9
1.603254e+14 2.335689e+00 0.00 7.957024e-02 2.098605e-02 4.62180297e+03 4.28115078e+03 23 9
2.560240e+14 2.594839e+00 0.00 1.093740e-01 3.221505e-02 1.61662334e+03 1.45723926e+03 23 9
4.094591e+14 2.897097e+00 0.00 2.040583e-01 6.111570e-02 4.76536162e+02 3.95774984e+02 23 9
6.561457e+14 3.251989e+00 0.00 2.766375e-01 1.310514e-01 1.01078736e+02 7.91757516e+01 23 9
9.744385e+14 3.597203e+00 0.00 2.444213e-01 3.673559e-01 1.30074437e+01 1.04526046e+01 23 9
1.435600e+15 3.985545e+00 0.00 2.791528e-01 1.280404e+00 1.00042320e+00 7.82098243e-01 23 9
9.454237e+12 3.996749e+00 3.00 -1.212207e-02 2.265277e-02 2.19100905e+03 2.21789453e+03 24 0
1.502479e+13 4.333709e+00 3.00 1.073803e-02 4.792601e-02 4.87427333e+02 4.82248931e+02 24 0
2.382387e+13 4.712626e+00 3.00 1.597101e-01 1.272263e-01 9.29889628e+01 8.01829350e+01 24 0
3.862673e+13 5.164559e+00 3.00 1.704522e-01 3.497762e-01 1.10808738e+01 9.46717319e+00 24 0
9.619189e+12 3.029692e+00 2.00 2.841497e-02 1.049130e-02 2.75877898e+04 2.68255427e+04 24 1
1.536446e+13 3.288483e+00 2.00 5.319546e-03 1.438750e-02 9.60401013e+03 9.55319149e+03 24 1
2.440022e+13 3.577623e+00 2.00 5.065074e-02 2.215954e-02 3.05694028e+03 2.90956847e+03 24 1
3.881413e+13 3.907005e+00 2.00 1.322829e-02 3.965949e-02 7.34338493e+02 7.24751273e+02 24 1
6.157678e+13 4.280202e+00 2.00 6.852521e-02 9.012478e-02 1.48754495e+02 1.39214774e+02 24 1
1.014570e+14 4.744863e+00 2.00 1.567913e-01 2.529653e-01 2.20758673e+01 1.90837086e+01 24 1
1.444050e+14 5.118104e+00 2.00 1.907144e-01 8.419606e-01 2.00523278e+00 1.68405855e+00 24 1
9.732791e+12 2.082739e+00 1.00 1.581030e-03 6.832328e-03 1.37618907e+05 1.37401671e+05 24 2
1.558775e+13 2.261915e+00 1.00 3.327974e-03 8.057216e-03 6.99525734e+04 6.97205453e+04 24 2
2.495594e+13 2.464764e+00 1.00 9.901987e-03 9.744837e-03 3.31888143e+04 3.28634013e+04 24 2
3.981247e+13 2.693661e+00 1.00 -1.118010e-04 1.292616e-02 1.40693152e+04 1.40708883e+04 24 2
6.354565e+13 2.955201e+00 1.00 -2.226239e-02 1.819933e-02 5.19370833e+03 5.31196538e+03 24 2
1.012859e+14 3.254090e+00 1.00 5.004914e-03 2.822676e-02 1.70787646e+03 1.69937126e+03 24 2
1.627157e+14 3.604405e+00 1.00 -4.771110e-02 5.286190e-02 4.15989061e+02 4.36830737e+02 24 2
2.606967e+14 4.008110e+00 1.00 -2.209235e-02 1.061161e-01 8.21352130e+01 8.39907667e+01 24 2
4.036150e+14 4.441479e+00 1.00 -6.347611e-01 1.822607e-01 4.00468827e+00 1.09645730e+01 24 2
9.756125e+12 1.946485e+00 0.85 1.273188e-03 6.330787e-03 1.62780136e+05 1.62573149e+05 24 3
1.561219e+13 2.113663e+00 0.85 -5.143111e-03 7.662647e-03 8.54487238e+04 8.58904680e+04 24 3
2.499584e+13 2.303256e+00 0.85 5.575087e-03 9.140323e-03 4.27979528e+04 4.25606733e+04 24 3
3.990956e+13 2.517595e+00 0.85 -3.523916e-03 1.173519e-02 1.93254759e+04 1.93938181e+04 24 3
6.366183e+13 2.761755e+00 0.85 -1.389972e-02 1.531913e-02 7.80558128e+03 7.91560597e+03 24 3
1.012770e+14 3.039898e+00 0.85 -9.101473e-03 2.322566e-02 2.76852595e+03 2.79395506e+03 24 3
1.615254e+14 3.361775e+00 0.85 -2.658189e-02 3.843223e-02 7.91893475e+02 8.13518327e+02 24 3
2.560643e+14 3.728949e+00 0.85 3.801145e-02 7.922852e-02 1.90317701e+02 1.83348364e+02 24 3
3.886604e+14 4.111893e+00 0.85 -1.810797e-01 1.635159e-01 2.40289727e+01 2.93422620e+01 24 3
6.110350e+14 4.591717e+00 0.85 -3.248752e-01 4.773844e-01 2.00169597e+00 2.96492738e+00 24 3
9.768314e+12 1.812585e+00 0.70 -2.157021e-03 6.029309e-03 1.88124515e+05 1.88531181e+05 24 4
1.563546e+13 1.968364e+00 0.70 -6.490836e-04 7.271210e-03 1.03281457e+05 1.03348539e+05 24 4
2.504537e+13 2.145144e+00 0.70 -2.167827e-03 8.338850e-03 5.34933112e+04 5.36095274e+04 24 4
3.999239e+13 2.344849e+00 0.70 1.732381e-03 1.057921e-02 2.59080209e+04 2.58632160e+04 24 4
6.398172e+13 2.573830e+00 0.70 -1.034256e-02 1.396868e-02 1.12222574e+04 1.13395373e+04 24 4
1.021961e+14 2.835576e+00 0.70 -2.791705e-02 2.001132e-02 4.25855213e+03 4.38085260e+03 24 4
1.622695e+14 3.133013e+00 0.70 -1.688782e-02 3.021815e-02 1.40635067e+03 1.43050885e+03 24 4
2.581051e+14 3.478026e+00 0.70 -5.256570e-02 5.389305e-02 3.53586618e+02 3.73204368e+02 24 4
4.002762e+14 3.855267e+00 0.70 1.391526e-01 1.251709e-01 8.20967396e+01 7.20682569e+01 24 4
6.701000e+14 4.374771e+00 0.70 -6.765323e-01 1.865706e-01 3.00236720e+00 9.28181349e+00 24 4
9.771814e+12 1.681964e+00 0.55 -1.223348e-03 5.859382e-03 2.14095275e+05 2.14357508e+05 24 5
1.565999e+13 1.826917e+00 0.55 2.880441e-03 6.680756e-03 1.21847521e+05 1.21497555e+05 24 5
2.508588e+13 1.991034e+00 0.55 -6.545098e-03 8.282893e-03 6.52629183e+04 6.56928847e+04 24 5
4.007216e+13 2.176579e+00 0.55 6.444801e-03 9.593245e-03 3.35922373e+04 3.33771284e+04 24 5
6.427187e+13 2.390393e+00 0.55 -1.214102e-02 1.240633e-02 1.54276760e+04 1.56172857e+04 24 5
1.023220e+14 2.631756e+00 0.55 -1.297383e-02 1.706221e-02 6.46507238e+03 6.55005166e+03 24 5
1.633420e+14 2.911281e+00 0.55 -1.077627e-02 2.443719e-02 2.34856729e+03 2.37415179e+03 24 5
2.612457e+14 3.236179e+00 0.55 -3.060584e-02 4.273976e-02 6.86127673e+02 7.07790190e+02 24 5
4.150573e+14 3.608476e+00 0.55 -2.507834e-02 8.184290e-02 1.58181196e+02 1.62250160e+02 24 5
6.465700e+14 4.023019e+00 0.55 -2.326443e-01 1.770825e-01 2.00162281e+01 2.60846817e+01 24 5
9.782436e+12 1.556110e+00 0.40 -1.848944e-03 5.475060e-03 2.38672355e+05 2.39114465e+05 24 6
1.569312e+13 1.690539e+00 0.40 3.988310e-03 6.477323e-03 1.40199377e+05 1.39642440e+05 24 6
2.511233e+13 1.842071e+00 0.40 -2.165062e-03 7.857082e-03 7.81920404e+04 7.83616983e+04 24 6
4.023756e+13 2.014949e+00 0.40 7.625543e-03 8.857794e-03 4.20241320e+04 4.17061003e+04 24 6
6.439779e+13 2.211992e+00 0.40 -2.622158e-03 1.127619e-02 2.06330656e+04 2.06873110e+04 24 6
1.028492e+14 2.437022e+00 0.40 -5.824589e-03 1.557561e-02 9.28657353e+03 9.34098090e+03 24 6
1.644256e+14 2.696867e+00 0.40 -1.380009e-02 2.059158e-02 3.66764899e+03 3.71897114e+03 24 6
2.617163e+14 2.994708e+00 0.40 -4.018800e-02 3.109922e-02 1.19996943e+03 1.25021299e+03 24 6
4.181548e+14 3.343813e+00 0.40 3.253765e-02 6.075863e-02 3.45393365e+02 3.34509220e+02 24 6
6.666486e+14 3.749947e+00 0.40 -2.230724e-01 1.181531e-01 5.10404045e+01 6.56951869e+01 24 6
1.016816e+15 4.178261e+00 0.40 -4.095031e-01 2.632999e-01 5.00284954e+00 8.47227072e+00 24 6
9.792903e+12 1.436037e+00 0.25 2.121330e-03 5.257327e-03 2.62559004e+05 2.62003209e+05 24 7
1.571438e+13 1.560186e+00 0.25 2.296621e-03 6.278871e-03 1.57463711e+05 1.57102905e+05 24 7
2.517559e+13 1.700418e+00 0.25 4.075774e-03 7.241330e-03 9.14734949e+04 9.11021830e+04 24 7
4.034073e+13 1.860055e+00 0.25 8.265927e-03 8.405658e-03 5.09363283e+04 5.05187441e+04 24 7
6.446873e+13 2.041391e+00 0.25 1.130393e-02 1.059761e-02 2.66845837e+04 2.63863146e+04 24 7
1.029527e+14 2.249041e+00 0.25 6.060606e-03 1.332845e-02 1.27954777e+04 1.27183965e+04 24 7
1.647809e+14 2.489499e+00 0.25 -2.480413e-03 1.889792e-02 5.48892231e+03 5.50257096e+03 24 7
2.620502e+14 2.763934e+00 0.25 -1.566678e-03 2.670205e-02 2.05436817e+03 2.05759175e+03 24 7
4.203491e+14 3.089117e+00 0.25 -1.227359e-02 4.205685e-02 6.23707445e+02 6.31457698e+02 24 7
6.614466e+14 3.453159e+00 0.25 1.079879e-01 9.317707e-02 1.64130725e+02 1.48134037e+02 24 7
1.027801e+15 3.865993e+00 0.25 -3.353026e-01 1.741294e-01 1.60090424e+01 2.40847056e+01 24 7
1.606233e+15 4.355643e+00 0.25 2.665589e-01 7.305295e-01 3.00119678e+00 2.36956745e+00 24 7
9.805006e+12 1.323291e+00 0.10 7.064263e-03 5.217444e-03 2.84558467e+05 2.82562372e+05 24 8
1.572745e+13 1.437601e+00 0.10 5.011514e-03 5.965486e-03 1.74240887e+05 1.73372031e+05 24 8
2.520057e+13 1.566872e+00 0.10 7.158216e-03 6.878861e-03 1.04191862e+05 1.03451335e+05 24 8
4.035906e+13 1.713806e+00 0.10 1.630623e-02 7.851958e-03 6.04222463e+04 5.94527954e+04 24 8
6.467469e+13 1.881934e+00 0.10 2.026127e-02 9.932581e-03 3.31367755e+04 3.24787156e+04 24 8
1.035088e+14 2.074386e+00 0.10 2.758052e-02 1.212990e-02 1.70265987e+04 1.65696005e+04 24 8
1.652549e+14 2.295011e+00 0.10 -1.020677e-04 1.626315e-02 7.70509956e+03 7.70588608e+03 24 8
2.636861e+14 2.550044e+00 0.10 2.420986e-02 2.290967e-02 3.23728238e+03 3.16076080e+03 24 8
4.170380e+14 2.840573e+00 0.10 3.705864e-02 3.577800e-02 1.13329334e+03 1.09279582e+03 24 8
6.692092e+14 3.190705e+00 0.10 1.138795e-01 6.706576e-02 3.33263035e+02 2.99191288e+02 24 8
1.062013e+15 3.592393e+00 0.10 1.266112e-01 1.391694e-01 6.70369094e+01 5.95031423e+01 24 8
1.633217e+15 4.031112e+00 0.10 -2.129343e-01 3.200550e-01 6.00236264e+00 7.62625409e+00 24 8
2.319300e+15 4.443494e+00 0.10 8.772111e-01 1.879047e+00 1.00029952e+00 5.32864707e-01 24 8
9.808731e+12 1.252925e+00 0.00 9.511702e-03 5.184374e-03 2.97800445e+05 2.94994545e+05 24 9
1.573159e+13 1.361132e+00 0.00 7.599608e-03 5.786842e-03 1.84860022e+05 1.83465754e+05 24 9
2.521220e+13 1.483584e+00 0.00 1.364530e-02 6.643497e-03 1.12845976e+05 1.11326887e+05 24 9
4.042320e+13 1.623069e+00 0.00 1.601881e-02 7.741075e-03 6.63785578e+04 6.53320166e+04 24 9
6.470800e+13 1.781932e+00 0.00 1.921583e-02 9.539963e-03 3.73442306e+04 3.66401595e+04 24 9
1.036310e+14 1.964443e+00 0.00 4.292749e-02 1.162070e-02 2.01521117e+04 1.93226392e+04 24 9
1.652556e+14 2.172834e+00 0.00 1.618403e-02 1.462959e-02 9.52437309e+03 9.37268525e+03 24 9
2.639238e+14 2.414790e+00 0.00 4.185581e-02 2.137980e-02 4.22689237e+03 4.05708002e+03 24 9
4.221311e+14 2.697215e+00 0.00 1.061454e-01 3.223940e-02 1.66287986e+03 1.50331037e+03 24 9
6.767496e+14 3.029364e+00 0.00 6.253021e-02 5.306865e-02 4.78374278e+02 4.50221813e+02 24 9
1.082404e+15 3.418176e+00 0.00 2.227482e-01 1.133271e-01 1.23066762e+02 1.00647676e+02 24 9
1.652027e+15 3.828474e+00 0.00 -2.127998e-03 2.712501e-01 1.50058541e+01 1.50378546e+01 24 9
2.548650e+15 4.320947e+00 0.00 5.546709e-01 1.099316e+00 2.00055658e+00 1.28680393e+00 24 9
9.104381e+12 3.677393e+00 3.00 5.151849e-03 1.676184e-02 6.62319418e+03 6.58924737e+03 25 0
1.458135e+13 3.993265e+00 3.00 -4.319765e-02 2.742046e-02 1.68339381e+03 1.75939556e+03 25 0
2.329242e+13 4.349480e+00 3.00 -6.473709e-02 4.904513e-02 3.50668534e+02 3.74941132e+02 25 0
3.725749e+13 4.756214e+00 3.00 -4.012990e-02 1.377529e-01 5.74164242e+01 5.98168693e+01 25 0
5.708489e+13 5.176089e+00 3.00 3.776038e-01 5.049886e-01 9.04703299e+00 6.56722394e+00 25 0
9.251114e+12 2.788250e+00 2.00 4.047572e-03 8.473178e-03 5.02593592e+04 5.00567509e+04 25 1
1.483469e+13 3.028771e+00 2.00 6.092796e-03 1.162400e-02 2.04045494e+04 2.02809815e+04 25 1
2.371735e+13 3.299910e+00 2.00 1.472264e-02 1.588242e-02 7.33266958e+03 7.22627968e+03 25 1
3.801938e+13 3.610547e+00 2.00 1.873691e-02 2.541768e-02 2.22084695e+03 2.18000046e+03 25 1
6.011768e+13 3.955113e+00 2.00 -8.141188e-02 4.338323e-02 4.86428791e+02 5.29539603e+02 25 1
9.543360e+13 4.353306e+00 2.00 1.808288e-01 1.101371e-01 1.14398308e+02 9.68796696e+01 25 1
1.459858e+14 4.772655e+00 2.00 -1.468875e-02 2.816319e-01 1.20300675e+01 1.22094085e+01 25 1
2.080700e+14 5.167731e+00 2.00 6.581381e-02 1.066856e+00 1.00189928e+00 9.40032176e-01 25 1
9.348539e+12 1.919603e+00 1.00 -2.815095e-03 5.747029e-03 1.78740054e+05 1.79244645e+05 25 2
1.501322e+13 2.085907e+00 1.00 -5.218010e-03 6.832925e-03 9.68538231e+04 9.73618582e+04 25 2
2.409777e+13 2.274527e+00 1.00 -6.767689e-03 8.321432e-03 4.95727402e+04 4.99105191e+04 25 2
3.857078e+13 2.488229e+00 1.00 -3.723182e-03 1.049566e-02 2.36187436e+04 2.37070091e+04 25 2
6.167006e+13 2.732180e+00 1.00 7.946917e-03 1.490987e-02 1.02612143e+04 1.01803122e+04 25 2
9.862912e+13 3.012697e+00 1.00 -3.838070e-03 2.020384e-02 3.80892702e+03 3.82360227e+03 25 2
1.565844e+14 3.331179e+00 1.00 -3.193269e-02 3.190499e-02 1.16275169e+03 1.20110623e+03 25 2
2.470555e+14 3.694522e+00 1.00 -1.846476e-02 5.810582e-02 2.91483357e+02 2.96966778e+02 25 2
3.879513e+14 4.111565e+00 1.00 -1.342745e-01 1.277093e-01 4.60537120e+01 5.31966669e+01 25 2
6.101533e+14 4.599081e+00 1.00 4.613423e-01 5.356846e-01 9.00737978e+00 6.16377120e+00 25 2
9.357080e+12 1.794550e+00 0.85 -2.279210e-03 5.493213e-03 2.02681966e+05 2.03144976e+05 25 3
1.503912e+13 1.950316e+00 0.85 -5.549174e-03 6.401917e-03 1.13380286e+05 1.14012964e+05 25 3
2.414334e+13 2.126769e+00 0.85 -9.245126e-03 8.129045e-03 6.03184079e+04 6.08812629e+04 25 3
3.867677e+13 2.327013e+00 0.85 -4.647942e-03 9.511825e-03 3.02964020e+04 3.04378755e+04 25 3
6.191164e+13 2.555825e+00 0.85 -1.207736e-03 1.267690e-02 1.39269601e+04 1.39438005e+04 25 3
9.891798e+13 2.817745e+00 0.85 1.287241e-02 1.834028e-02 5.75849747e+03 5.68531377e+03 25 3
1.584083e+14 3.121705e+00 0.85 -2.415135e-02 2.510519e-02 1.93553911e+03 1.98344191e+03 25 3
2.540400e+14 3.475732e+00 0.85 -5.220125e-02 4.432606e-02 5.31862970e+02 5.61156017e+02 25 3
3.977562e+14 3.866436e+00 0.85 -2.134738e-01 8.245982e-02 9.41076417e+01 1.19649721e+02 25 3
6.674588e+14 4.397906e+00 0.85 -7.905866e-02 2.546703e-01 1.60122323e+01 1.73868101e+01 25 3
9.592400e+14 4.831905e+00 0.85 -3.323800e-01 6.682729e-01 1.00057607e+00 1.49872095e+00 25 3
9.367108e+12 1.672212e+00 0.70 -8.708621e-04 5.304446e-03 2.26173195e+05 2.26370332e+05 25 4
1.506458e+13 1.817575e+00 0.70 -6.181539e-03 6.141971e-03 1.30067398e+05 1.30876416e+05 25 4
2.419249e+13 1.982171e+00 0.70 -5.745905e-03 7.688161e-03 7.21114519e+04 7.25281920e+04 25 4
3.875955e+13 2.168880e+00 0.70 -9.573508e-03 8.754276e-03 3.76286495e+04 3.79923698e+04 25 4
6.203588e+13 2.382123e+00 0.70 -3.378578e-03 1.140422e-02 1.83996590e+04 1.84620344e+04 25 4
9.929603e+13 2.627302e+00 0.70 6.102426e-03 1.562444e-02 8.16355940e+03 8.11404404e+03 25 4
1.591065e+14 2.911202e+00 0.70 -4.097253e-03 2.235512e-02 3.10325219e+03 3.11601931e+03 25 4
2.519097e+14 3.231854e+00 0.70 -8.026184e-02 3.398617e-02 9.17498499e+02 9.97564893e+02 25 4
3.957289e+14 3.597725e+00 0.70 3.077690e-02 6.652032e-02 2.57295469e+02 2.49613150e+02 25 4
6.518940e+14 4.072782e+00 0.70 -3.279781e-01 1.313385e-01 3.00233618e+01 4.46761674e+01 25 4
1.026428e+15 4.583129e+00 0.70 -1.134853e-02 4.408352e-01 5.00273224e+00 5.06015761e+00 25 4
9.377979e+12 1.553284e+00 0.55 -3.851332e-04 5.124398e-03 2.48050047e+05 2.48145616e+05 25 5
1.508236e+13 1.688330e+00 0.55 -6.119633e-03 5.882649e-03 1.46440974e+05 1.47342657e+05 25 5
2.421929e+13 1.841214e+00 0.55 -3.096126e-03 6.864055e-03 8.41638402e+04 8.44252314e+04 25 5
3.882279e+13 2.014869e+00 0.55 -7.665991e-03 8.366024e-03 4.57694209e+04 4.61229994e+04 25 5
6.221464e+13 2.213562e+00 0.55 -2.624989e-03 1.111061e-02 2.35766160e+04 2.36386672e+04 25 5
9.956866e+13 2.441386e+00 0.55 -1.779445e-04 1.328984e-02 1.11164400e+04 1.11184185e+04 25 5
1.597556e+14 2.706069e+00 0.55 -2.924118e-02 1.901931e-02 4.52153384e+03 4.65773141e+03 25 5
2.527201e+14 3.003646e+00 0.55 1.957960e-02 2.839014e-02 1.70077072e+03 1.66810980e+03 25 5
4.049235e+14 3.359877e+00 0.55 -6.060394e-02 4.534139e-02 4.53511543e+02 4.82769264e+02 25 5
6.379513e+14 3.761640e+00 0.55 -1.282414e-01 9.147647e-02 9.10720679e+01 1.04469371e+02 25 5
